epoch,blockNumber,strikeIndex,strike,amount,txType,premium,purchaseFee,netPnl,collateralTokenWithdrawAmount,rewardTokenWithdrawAmounts_DPX,rewardTokenWithdrawAmounts_JONES
9,33425627,3,36000000000,176000000000000000,0,0,0,0,176817460804410188,912843078910203,228210769727588681
9,33431952,3,36000000000,330000000000000000,0,0,0,0,331543148324485367,1701518074166008,425379518541571391
9,33512545,0,28000000000,10000000000000000,0,0,0,0,10017745419966442,47145348651935,11786337162985591
9,33629227,0,28000000000,19046893218684488505,1,19866760890545,0,0,0,0,0
9,33709074,3,36000000000,1000000000000000000,0,0,0,0,1004813441339725327,3855231977561466,963807994390422261
9,33721987,0,28000000000,19046793218684488505,1,179196141796117514,0,0,0,0,0
9,33723817,3,36000000000,428000000000000000,0,0,0,0,430010007899486140,1613513577081776,403378394270463549
9,33804414,3,36000000000,65149500000000000000,1,63611059018852023,0,0,0,0,0
9,33806680,3,36000000000,69000000000000000,0,0,0,0,69000000000000000,230296100409849,57574025102462049
9,33834269,0,28000000000,18046793218684488505,1,168124783171363,0,0,0,0,0
9,33905305,3,36000000000,259000000000000000,0,0,0,0,259000000000000000,761917255720498,190479313930111418
9,33917131,0,28000000000,18045793218684488505,1,14557014569532,124992105226,0,0,0,0
9,33986551,3,36000000000,62977500000000000000,1,77598597212134399,0,0,0,0,0
9,34001198,2,32000000000,39100000000000000000,0,0,0,0,39740503176725069569,99699832072599964,24924958018145924197
9,34084122,3,36000000000,100000000000000000000,0,0,0,0,100000000000000000000,221640941979002700,55410235494736988900
9,34084557,2,32000000000,47100000000000000000,1,358043666082095742,0,0,0,0,0
9,34282254,0,28000000000,780000000000000000,0,0,0,0,727750737623493990,1425589323288046,356397330821868903
9,34293949,0,28000000000,5000000000000000,0,0,0,0,4997853005326409,8974718108151,2243679527037022
9,34314186,3,36000000000,157977500000000000000,1,129316611043666612,0,0,0,0,0
9,34428369,0,28000000000,18830693218684488505,1,146224295858,0,0,0,0,0
9,34482439,3,36000000000,147977500000000000000,1,29722634967035630,0,0,0,0,0
9,34575790,0,28000000000,100000000000000,0,0,0,0,99999141202130,123791384228,30947846057122
9,34608017,3,36000000000,7104580650000000000,0,0,0,0,7104580650000000000,8108373327622434,2027093331903721776
9,34609704,3,36000000000,1461190150000000000,0,0,0,0,1461190150000000000,1661282098768541,415320524691746303
9,34637309,2,32000000000,42010833284997471973,1,24834086188235927,0,0,0,0,0
9,34664871,0,28000000000,100000000000000,0,0,0,0,99999141202130,100451739572,25112934893067
9,34665261,0,28000000000,18830831529436322518,1,8458392371996,0,0,0,0,0
9,34705649,3,36000000000,343000000000000000,0,0,0,0,343000000000000000,313822001868210,78455500466952106
9,34705862,0,28000000000,342000000000000000,0,0,0,0,331955156599924969,312761909731347,78190477432736506
9,34724370,0,28000000000,3000000000000000,0,0,0,0,2999227081917507,2635489367359,658872341839059
9,34752488,2,32000000000,119814000000000000,0,0,0,0,119814000000000000,98822029702335,24705507425547486
9,34852396,3,36000000000,25000000000000000000,0,0,0,0,25000000000000000000,15106429674022625,3776607418497394400
9,34890260,2,32000000000,98000000000000000,0,0,0,0,98000000000000000,51717575919789,12929393979913993
9,35035147,0,28000000000,50000000000000000,0,0,0,0,49785300532640918,13236892842023,3309223210487332
9,35102600,2,32000000000,2200000000000000000,0,0,0,0,2200000000000000000,221868447172831,55467111792349774
